Player,Player ID,Date of Birth,Team,TOI (sec),TOI (min),Total Games played,Total TOI/GP (sec),Total TOI/GP (min),G,A,PTS,+/-,S,Sh%,Position,Expected Goals For WOI,Actual to Expected Goals For WOI,Expected Goals Against WOI,Actual to Expected Goals Against WOI,Shot Attempts For WOI,Corsi Ratio,Shot Attempts Against WOI,Shots On Net For WOI,Shots On Net Ratio,Shots On Net Against WOI,Inner Slot Shots On Net For WOI,Inner Slot Shots On Net Against WOI,Inner Slot Shots On Net Corsi Ratio,Successful Pass to Slot For WOI,Successful Pass to Slot Against WOI,DZ Rebound Recovery Rate WOI,Successful OZ Rebound LPRs Against WOI
Kyle Connor,8478398,1996-12-09,WPG,76949.16999999997,1282:29,65,1183.833384615384,19:44,34,27,61,-6,221,0.15384615384615385,F,83.19588443978903,-6.195884439789027,58.85293778415547,-6.852937784155425,1357.0,0.5509541209906618,1106.0,753.0,0.541726618705036,637.0,178.0,142.0,0.55625,486.0,265.0,0.5354330708661418,177.0
Nikolaj Ehlers,8477940,1996-02-14,WPG,78062.53333333335,1301:03,82,951.9821138211385,15:52,25,36,61,27,261,0.09578544061302682,F,84.06159226145694,-12.061592261456932,47.440511670016214,-12.440511670016202,1510.0,0.5989686632288774,1011.0,828.0,0.5978339350180505,557.0,191.0,111.0,0.6324503311258278,388.0,227.0,0.5141065830721003,155.0
Nick Schmaltz,8477951,1996-02-23,ARI,90863.04666666668,1514:23,79,1150.165147679325,19:10,22,39,61,-15,173,0.12716763005780346,F,83.01642694013559,5.983573059864428,67.92724717268797,-6.927247172688002,1539.0,0.5719063545150501,1152.0,821.0,0.5611756664388243,642.0,162.0,159.0,0.5046728971962616,633.0,287.0,0.5376044568245125,168.0
Connor Bedard,8484144,2005-07-17,CHI,80737.16,1345:37,68,1187.3111764705882,19:47,22,39,61,-46,208,0.10576923076923077,F,76.39263351893982,-0.3926335189398895,67.07985990759065,12.92014009240935,1348.0,0.5079125847776941,1306.0,699.0,0.4939929328621908,716.0,147.0,160.0,0.4788273615635179,356.0,330.0,0.5242718446601942,196.0
Frank Vatrano,8478366,1994-03-14,ANA,90254.32,1504:14,82,1100.6624390243903,18:21,37,23,60,-20,271,0.13653136531365315,F,73.22775187308864,7.772248126911364,81.58088610765313,21.419113892346928,1378.0,0.4576552640318831,1633.0,770.0,0.4678007290400972,876.0,142.0,172.0,0.4522292993630573,341.0,429.0,0.492842535787321,247.0
William Karlsson,8476448,1993-01-08,VGK,74007.24666666666,1233:27,70,1057.2463809523808,17:37,30,30,60,14,167,0.17964071856287425,F,73.47762762105738,1.522372378942595,55.66946841972493,-2.6694684197249434,1310.0,0.5250501002004008,1185.0,715.0,0.5347793567688855,622.0,172.0,109.0,0.6120996441281139,385.0,280.0,0.4441340782122905,199.0
Charlie Coyle,8475745,1992-03-02,BOS,89107.07333333339,1485:07,82,1086.671626016261,18:07,25,35,60,-2,149,0.16778523489932887,F,80.36501781131673,-6.36501781131678,84.02342366226893,-5.023423662268934,1312.0,0.4502402196293754,1602.0,730.0,0.4706640876853643,821.0,196.0,191.0,0.5064599483204134,389.0,407.0,0.527027027027027,209.0
Jamie Benn,8473994,1989-07-18,DAL,74522.44666666668,1242:02,82,908.8103252032522,15:09,21,39,60,9,166,0.12650602409638553,F,83.72455713186201,0.2754428681380306,51.18557711943041,-4.185577119430413,1477.0,0.5659003831417625,1133.0,780.0,0.5603448275862069,612.0,197.0,129.0,0.6042944785276073,415.0,260.0,0.5706371191135734,152.0
Johnny Gaudreau,8476346,1993-08-13,CBJ,91470.90666666666,1524:31,81,1129.2704526748971,18:49,12,48,60,-27,147,0.08163265306122448,F,91.50961341522584,-2.509613415225832,70.4539388009824,10.546061199017672,1758.0,0.5579181212313551,1393.0,907.0,0.5332157554379776,794.0,187.0,165.0,0.53125,458.0,369.0,0.5191489361702127,226.0
Mikael Granlund,8475798,1992-02-26,SJS,86871.45999999998,1447:51,69,1259.0066666666664,20:59,12,48,60,-24,139,0.08633093525179857,F,76.60594302058233,5.394056979417619,89.43968009261174,-3.4396800926117006,1322.0,0.4481355932203389,1628.0,698.0,0.4503225806451613,852.0,159.0,200.0,0.4428969359331476,375.0,464.0,0.4366812227074236,259.0
Yegor Sharangovich,8481068,1998-06-06,CGY,85165.00666666665,1419:25,82,1038.597642276423,17:19,31,28,59,-29,183,0.16939890710382513,F,75.40987688612859,1.5901231138714622,75.9586246500636,9.041375349936397,1474.0,0.5201129146083274,1360.0,800.0,0.5277044854881267,716.0,170.0,153.0,0.5263157894736842,413.0,330.0,0.5163043478260869,178.0
Sean Monahan,8477497,1994-10-12,WPG,90252.15666666668,1504:12,83,1087.3753815261043,18:07,26,33,59,-3,174,0.14942528735632185,F,93.84458791221384,5.155412087786123,76.50069401297212,-8.500694012972199,1572.0,0.5268096514745308,1412.0,884.0,0.5393532641854789,755.0,214.0,159.0,0.5737265415549598,455.0,342.0,0.508235294117647,209.0
Alex Tuch,8477949,1996-05-10,BUF,87829.23333333334,1463:49,75,1171.0564444444444,19:31,22,37,59,8,192,0.11458333333333333,F,81.84696241923204,5.153037580767912,75.63948393445608,-9.639483934456118,1627.0,0.5526494565217391,1317.0,910.0,0.5666251556662516,696.0,162.0,182.0,0.4709302325581395,389.0,382.0,0.4950980392156863,206.0
Pavel Zacha,8478401,1997-04-06,BOS,84894.87333333332,1414:55,78,1088.3958119658118,18:08,21,38,59,13,157,0.1337579617834395,F,94.91732956913478,0.0826704308651565,76.9756602576301,-15.975660257630087,1447.0,0.5171551107934239,1351.0,821.0,0.5229299363057325,749.0,209.0,195.0,0.5173267326732673,477.0,308.0,0.4881516587677725,216.0
Oliver Bjorkstrand,8477416,1995-04-10,SEA,79642.23000000001,1327:22,82,971.2467073170734,16:11,20,39,59,-19,207,0.0966183574879227,F,69.61603498175502,7.383965018244955,52.811699947495015,2.1883000525049643,1549.0,0.5876327769347496,1087.0,762.0,0.5497835497835498,624.0,143.0,119.0,0.5458015267175572,368.0,248.0,0.5561959654178674,153.0
Trevor Moore,8479675,1995-03-31,LAK,88460.79666666665,1474:21,82,1078.7902032520324,17:59,31,26,57,12,243,0.12757201646090535,F,75.52106790851984,2.4789320914801465,62.01525282821824,5.98474717178178,1552.0,0.5455184534270651,1293.0,871.0,0.5601286173633441,684.0,165.0,151.0,0.5221518987341772,296.0,296.0,0.4859335038363171,201.0
Alexis Lafrenière,8482109,2001-10-11,NYR,84775.95333333332,1412:56,82,1033.8530894308942,17:14,28,29,57,2,210,0.13333333333333333,F,94.5197848146199,-10.5197848146199,64.56409068188995,-0.5640906818899227,1706.0,0.5886818495514148,1192.0,858.0,0.5507060333761232,700.0,184.0,159.0,0.5364431486880467,494.0,254.0,0.5669099756690997,178.0
Casey Mittelstadt,8479999,1998-11-22,COL,85130.18000000001,1418:50,80,1064.12725,17:44,18,39,57,9,140,0.12857142857142856,F,85.11529530152296,5.88470469847705,60.69114354273973,-0.6911435427397612,1525.0,0.5767776096822995,1119.0,866.0,0.587516960651289,608.0,178.0,126.0,0.5855263157894737,463.0,258.0,0.5358166189111748,162.0
Matias Maccelli,8481711,2000-10-14,ARI,79854.70666666667,1330:55,82,973.8378861788616,16:14,17,40,57,0,152,0.1118421052631579,F,71.12942427963863,6.870575720361415,57.90912411741306,-12.90912411741309,1285.0,0.5270713699753896,1153.0,713.0,0.5250368188512519,645.0,162.0,134.0,0.5472972972972973,390.0,261.0,0.5026737967914439,186.0
Tage Thompson,8479420,1997-10-30,BUF,77251.98333333334,1287:32,71,1088.056103286385,18:08,29,27,56,-1,242,0.11983471074380166,F,74.93613598984551,4.063864010154499,63.73632728744689,-9.736327287446874,1494.0,0.5689261233815689,1132.0,830.0,0.5736005528680027,617.0,150.0,157.0,0.4885993485342019,366.0,335.0,0.5516304347826086,165.0
Bryan Rust,8475810,1992-05-11,PIT,72907.14666666668,1215:07,62,1175.9217204301078,19:36,28,28,56,11,199,0.1407035175879397,F,89.94482195430783,-8.944821954307884,67.49721735336924,10.502782646630704,1462.0,0.5426874536005939,1232.0,790.0,0.5478502080443828,652.0,197.0,142.0,0.5811209439528023,408.0,303.0,0.5232876712328767,174.0
Jonathan Drouin,8477494,1995-03-28,COL,86260.44,1437:40,79,1091.9043037974684,18:12,19,37,56,12,123,0.15447154471544716,F,113.14587333248429,5.854126667515616,51.7906809267776,0.2093190732224022,1839.0,0.6285030758714969,1087.0,993.0,0.614100185528757,624.0,213.0,137.0,0.6085714285714285,592.0,243.0,0.5919540229885057,143.0
Tyler Toffoli,8475726,1992-04-24,WPG,80269.83666666664,1337:50,79,1016.07388185654,16:56,33,22,55,-6,240,0.1375,F,101.37350439417423,0.6264956058258502,55.85092480482399,1.1490751951760536,1807.0,0.6421464108031272,1007.0,950.0,0.6160830090791181,592.0,207.0,126.0,0.6216216216216216,476.0,239.0,0.5325077399380805,150.0
Vladimir Tarasenko,8475765,1991-12-13,FLA,71770.07000000002,1196:10,76,944.3430263157898,15:44,23,32,55,13,165,0.1393939393939394,F,71.62999058557246,6.370009414427536,57.944858806434254,-10.944858806434262,1367.0,0.5584150326797386,1081.0,748.0,0.56071964017991,586.0,156.0,144.0,0.52,323.0,239.0,0.5028089887640449,177.0
Quinton Byfield,8482124,2002-08-19,LAK,79132.23000000001,1318:52,80,989.152875,16:29,20,35,55,19,163,0.12269938650306748,F,77.70928809497886,5.290711905021171,39.41777203999144,-7.417772039991463,1486.0,0.5999192571659265,991.0,765.0,0.5875576036866359,537.0,168.0,96.0,0.6363636363636364,345.0,181.0,0.6105610561056105,118.0
Michael Bunting,8478047,1995-09-17,PIT,76120.03333333334,1268:40,81,939.7534979423868,15:40,19,36,55,-20,172,0.11046511627906977,F,85.75281502637762,-2.752815026377588,51.70908452088126,7.290915479118731,1640.0,0.6283524904214559,970.0,860.0,0.6069160197600565,557.0,182.0,141.0,0.5634674922600619,437.0,231.0,0.5286624203821656,148.0
Kyle Palmieri,8475151,1991-02-01,NYI,84719.35666666667,1411:59,82,1033.1628861788618,17:13,30,24,54,-16,220,0.13636363636363635,F,101.11184358628012,-14.11184358628024,72.90622227288272,-16.906222272882694,1662.0,0.5338901381304209,1451.0,857.0,0.5322981366459627,753.0,237.0,178.0,0.5710843373493976,466.0,315.0,0.5545851528384279,204.0
Blake Coleman,8476399,1991-11-28,CGY,80195.45,1336:35,78,1028.1467948717948,17:08,30,24,54,19,193,0.15544041450777202,F,66.98740538507455,-4.987405385074554,68.84408920693683,-9.844089206936792,1411.0,0.5208564045773348,1298.0,750.0,0.528169014084507,670.0,153.0,167.0,0.478125,339.0,369.0,0.5092348284960422,186.0
Troy Terry,8478873,1997-09-10,ANA,83356.20333333334,1389:16,76,1096.792149122807,18:17,20,34,54,-10,184,0.10869565217391304,F,78.82865587918722,-6.828655879187268,60.758557222120935,-3.7585572221209183,1411.0,0.5509566575556424,1150.0,776.0,0.5631349782293179,602.0,159.0,138.0,0.5353535353535354,361.0,240.0,0.5165165165165165,162.0
Philipp Kurashev,8480798,1999-10-12,CHI,85636.33000000003,1427:16,75,1141.8177333333338,19:02,18,36,54,-45,138,0.13043478260869565,F,72.72979064057395,-1.729790640574003,66.3570263170008,11.642973682999196,1370.0,0.4933381346777097,1407.0,713.0,0.4883561643835616,747.0,143.0,160.0,0.4719471947194719,342.0,352.0,0.5094339622641509,208.0
Valeri Nichushkin,8477501,1995-03-04,COL,69195.90000000002,1153:16,54,1281.405555555556,21:21,28,25,53,6,151,0.18543046357615894,F,83.73531364511331,3.2646863548865817,54.58934027727166,5.410659722728335,1369.0,0.5870497427101201,963.0,725.0,0.5672926447574335,553.0,159.0,142.0,0.5282392026578073,414.0,218.0,0.5682539682539682,135.0
Owen Tippett,8480015,1999-02-16,PHI,77694.19999999998,1294:54,78,996.079487179487,16:36,28,25,53,-2,291,0.09621993127147767,F,76.67703430697973,-5.677034306979701,52.86629247840554,4.133707521594446,1519.0,0.570409312805107,1144.0,866.0,0.6022253129346314,572.0,175.0,123.0,0.587248322147651,328.0,254.0,0.5465116279069767,155.0
Teuvo Teravainen,8476882,1994-09-11,CAR,74808.13666666666,1246:48,76,984.317587719298,16:24,25,28,53,15,148,0.16891891891891891,F,69.60350615526208,1.3964938447378838,50.59693220601332,-2.5969322060133053,1420.0,0.6192760575665067,873.0,765.0,0.5962587685113017,518.0,142.0,117.0,0.5482625482625483,356.0,251.0,0.5594855305466238,137.0
Martin Necas,8480039,1999-01-15,CAR,80035.3033333333,1333:55,77,1039.4195238095233,17:19,24,29,53,-10,244,0.09836065573770492,F,86.06564395719943,-9.065643957199493,56.202939569517525,2.797060430482502,1672.0,0.6243465272591486,1006.0,871.0,0.5889114266396214,608.0,165.0,140.0,0.5409836065573771,428.0,231.0,0.5224719101123596,170.0
Mason Marchment,8478975,1995-06-18,DAL,73120.96333333333,1218:41,81,902.7279423868314,15:03,22,31,53,22,147,0.14965986394557823,F,66.76190362988345,8.238096370116555,50.162887375621345,-14.16288737562136,1281.0,0.543026706231454,1078.0,674.0,0.5294579732914375,599.0,152.0,121.0,0.5567765567765568,357.0,246.0,0.5093167701863354,159.0
Mark Stone,8475913,1992-05-13,VGK,65286.670000000006,1088:07,56,1165.833392857143,19:26,16,37,53,1,119,0.13445378151260504,F,71.09053227598872,-2.0905322759886955,46.62395198744477,1.3760480125551795,1177.0,0.5371976266544957,1014.0,672.0,0.5670886075949367,513.0,161.0,93.0,0.6338582677165354,376.0,198.0,0.4551495016611295,164.0
Timo Meier,8478414,1996-10-08,NJD,72850.90999999999,1214:11,69,1055.8102898550724,17:36,28,24,52,-27,213,0.13145539906103287,F,70.0348287542222,3.9651712457777735,52.28850597597648,9.71149402402351,1353.0,0.559322033898305,1066.0,699.0,0.5516969218626677,568.0,152.0,126.0,0.5467625899280576,342.0,243.0,0.5636942675159236,136.0
Tyler Seguin,8475794,1992-01-31,DAL,67491.96000000002,1124:52,68,992.528823529412,16:33,25,27,52,11,155,0.16129032258064516,F,64.45959830955357,6.540401690446412,56.19261329671894,-5.192613296718946,1137.0,0.5117011701170117,1085.0,593.0,0.4929343308395677,610.0,142.0,133.0,0.5163636363636364,332.0,269.0,0.4924471299093655,167.0
Andrei Svechnikov,8480830,2000-03-26,CAR,60098.39666666665,1001:38,59,1018.616892655367,16:59,19,33,52,13,142,0.13380281690140844,F,67.79219631947714,1.2078036805228276,35.88093095981537,-6.880930959815378,1338.0,0.6441983630235917,739.0,684.0,0.6090828138913624,439.0,158.0,91.0,0.6345381526104418,366.0,162.0,0.5294117647058824,129.0
Jonathan Huberdeau,8476456,1993-06-04,CGY,84699.55333333332,1411:40,81,1045.6734979423866,17:26,12,40,52,-30,149,0.08053691275167785,F,84.7468563697386,-8.746856369738586,60.865124831654995,2.134875168344988,1705.0,0.587525844245348,1197.0,881.0,0.5780839895013123,643.0,190.0,148.0,0.5621301775147929,496.0,287.0,0.5415472779369628,159.0
Adam Henrique,8474641,1990-02-06,EDM,82972.06000000001,1382:52,82,1011.8543902439026,16:52,24,27,51,11,148,0.16216216216216217,F,63.704998781008406,12.295001218991676,74.24956383409909,-13.249563834099092,1215.0,0.4628571428571428,1410.0,672.0,0.4752475247524752,742.0,161.0,169.0,0.4878787878787878,285.0,381.0,0.4862385321100917,223.0
Chandler Stephenson,8476905,1994-04-22,VGK,83231.53666666668,1387:12,75,1109.7538222222224,18:30,16,35,51,-8,99,0.16161616161616163,F,73.2957832622224,-1.295783262222347,67.79259811569926,3.2074018843007064,1358.0,0.4981658107116654,1368.0,754.0,0.5189263592567103,699.0,157.0,150.0,0.511400651465798,444.0,310.0,0.4580335731414868,225.0
John Peterka,8482175,2002-01-14,BUF,80538.79333333335,1342:19,82,982.1804065040652,16:22,28,22,50,11,234,0.11965811965811966,F,73.47458773710743,0.525412262892549,56.0071087316636,-4.007108731663609,1452.0,0.5676309616888194,1106.0,796.0,0.5739005046863734,591.0,147.0,137.0,0.5176056338028169,367.0,304.0,0.5584795321637427,151.0
Joel Farabee,8480797,2000-02-25,PHI,79540.31000000003,1325:40,82,970.0037804878052,16:10,22,28,50,-11,191,0.11518324607329843,F,75.09405325910436,-12.094053259104353,55.21797660862875,6.782023391371225,1474.0,0.5591805766312595,1162.0,807.0,0.5822510822510822,579.0,171.0,130.0,0.5681063122923588,332.0,258.0,0.5249266862170088,163.0
Juraj Slafkovsky,8483515,2004-03-30,MTL,88238.41333333332,1470:38,82,1076.0782113821135,17:56,20,30,50,-18,143,0.13986013986013987,F,90.83187939733808,-2.831879397337972,64.64378606394486,2.3562139360551586,1550.0,0.545774647887324,1290.0,838.0,0.543450064850843,704.0,179.0,144.0,0.5541795665634675,476.0,296.0,0.538860103626943,178.0
J.T. Compher,8477456,1995-04-08,DET,89723.35666666666,1495:23,77,1165.2383982683982,19:25,19,29,48,-5,97,0.1958762886597938,F,74.96987788942745,3.0301221105725817,85.32920339625913,4.6707966037408175,1324.0,0.4434025452109846,1662.0,687.0,0.441233140655106,870.0,152.0,180.0,0.4578313253012048,439.0,432.0,0.4951267056530214,258.0
Patrick Kane,8474141,1988-11-19,DET,55128.21,918:48,50,1102.5642,18:23,20,27,47,-6,153,0.13071895424836602,F,59.2084636096911,2.79153639030886,36.96009795317398,1.039902046826008,1035.0,0.5573505654281099,822.0,554.0,0.5545545545545546,445.0,106.0,81.0,0.5668449197860963,378.0,185.0,0.5436507936507936,115.0
Conor Garland,8478856,1996-03-11,VAN,71566.51666666665,1192:47,82,872.7623983739835,14:33,20,27,47,17,205,0.0975609756097561,F,67.86806878277177,1.131931217228238,41.005755811488854,-3.005755811488836,1247.0,0.5938095238095238,853.0,672.0,0.5828274067649609,481.0,171.0,101.0,0.6286764705882353,322.0,166.0,0.555956678700361,125.0
Dylan Cozens,8481528,2001-02-09,BUF,81610.32333333333,1360:10,79,1033.0420675105486,17:13,18,29,47,-5,209,0.0861244019138756,F,73.53881728576684,-7.538817285766821,72.32817995349441,-3.3281799534944487,1437.0,0.5296719498709915,1276.0,793.0,0.5213675213675214,728.0,148.0,162.0,0.4774193548387097,354.0,389.0,0.5563725490196079,181.0
David Perron,8474102,1988-05-28,DET,71355.3,1189:15,76,938.8855263157895,15:39,17,30,47,-11,150,0.11333333333333333,F,67.28942195504993,8.710578044950129,44.411626351644664,3.58837364835533,1244.0,0.5588499550763701,982.0,662.0,0.5530492898913951,535.0,151.0,105.0,0.58984375,404.0,216.0,0.5912162162162162,121.0
Phillip Danault,8476479,1993-02-24,LAK,84342.44333333331,1405:42,78,1081.313376068376,18:01,17,30,47,14,154,0.11038961038961038,F,68.77751139262041,2.2224886073796113,58.41365378540398,1.5863462145960274,1445.0,0.5377744696687756,1242.0,823.0,0.5542087542087543,662.0,155.0,135.0,0.5344827586206896,275.0,274.0,0.4975124378109453,202.0
Max Domi,8477503,1995-03-02,TOR,66105.74333333333,1101:46,80,826.3217916666666,13:46,9,38,47,10,147,0.061224489795918366,F,68.9360018739731,8.063998126026911,48.178537878384766,6.821462121615201,1193.0,0.5410430839002267,1012.0,669.0,0.5617128463476071,522.0,168.0,113.0,0.597864768683274,358.0,210.0,0.5116279069767442,148.0
Jeff Skinner,8475784,1992-05-16,BUF,71038.21666666667,1183:58,74,959.975900900901,16:00,24,22,46,-2,215,0.11162790697674418,F,71.00296492532327,1.997035074676794,58.98300986340728,-11.983009863407254,1389.0,0.5809284818067754,1002.0,770.0,0.5759162303664922,567.0,132.0,138.0,0.4888888888888889,364.0,272.0,0.5681159420289855,149.0
Nick Paul,8477426,1995-03-20,TBL,84918.65333333334,1415:19,82,1035.5933333333337,17:16,24,22,46,-15,142,0.16901408450704225,F,89.2657977441158,13.734202255884243,61.40818379896094,10.591816201039084,1578.0,0.5744448489261011,1169.0,819.0,0.5533783783783783,661.0,182.0,121.0,0.6006600660066007,475.0,249.0,0.5080645161290323,183.0
Andrei Kuzmenko,8483808,1996-02-04,CGY,64393.06666666667,1073:13,72,894.3481481481483,14:54,22,24,46,-10,123,0.17886178861788618,F,75.98117911866136,12.01882088133862,41.77852174932287,3.221478250677143,1307.0,0.6247609942638623,785.0,687.0,0.5973913043478261,463.0,177.0,113.0,0.6103448275862069,399.0,196.0,0.536,116.0
Brayden Schenn,8475170,1991-08-22,STL,87567.70333333334,1459:28,82,1067.8988211382114,17:48,20,26,46,-22,172,0.11627906976744186,F,81.28587604987082,-3.2858760498708546,73.36977077146636,-3.369770771466299,1475.0,0.5053100376841384,1444.0,810.0,0.512982900569981,769.0,164.0,178.0,0.47953216374269,421.0,352.0,0.5276497695852534,205.0
Nick Bjugstad,8475760,1992-07-17,ARI,79621.00333333331,1327:01,76,1047.644780701754,17:28,22,23,45,12,161,0.13664596273291926,F,59.50826283996741,9.491737160032592,78.15079650523559,-13.150796505235569,1170.0,0.4599056603773584,1374.0,636.0,0.4542857142857143,764.0,133.0,182.0,0.4222222222222222,358.0,393.0,0.4567627494456763,245.0
Ryan Hartman,8477451,1994-09-20,MIN,73353.52333333333,1222:34,74,991.2638288288288,16:31,21,24,45,5,176,0.11931818181818182,F,64.91289912555355,-0.9128991255535251,54.224638178559886,1.775361821440103,1266.0,0.5292642140468228,1126.0,653.0,0.5274636510500808,585.0,146.0,131.0,0.5270758122743683,352.0,277.0,0.5465116279069767,157.0
Anthony Cirelli,8478519,1997-07-15,TBL,87851.11333333333,1464:11,79,1112.0394092827005,18:32,20,25,45,2,123,0.16260162601626016,F,74.46580499095838,-0.4658049909582921,75.63950973112637,-0.6395097311263048,1413.0,0.5044626918957515,1388.0,730.0,0.4942450914014895,747.0,175.0,159.0,0.5239520958083832,376.0,377.0,0.4832962138084632,232.0
Ivan Barbashev,8477964,1995-12-14,VGK,79196.6033333333,1319:57,82,965.8122357723574,16:06,19,26,45,15,116,0.16379310344827586,F,77.37185846799684,2.628141532003169,57.25381913422939,-9.253819134229404,1418.0,0.5205580029368576,1306.0,778.0,0.5361819434872501,673.0,163.0,134.0,0.5488215488215489,450.0,286.0,0.5485436893203883,186.0
